userId,rating,tmdbId
373,3.0,8393
387,5.0,8393
405,5.0,8393
408,2.0,8393
439,3.0,8393
467,3.0,8393
468,2.5,8393
472,4.0,8393
474,1.0,8393
485,4.0,8393
497,4.0,8393
500,4.0,8393
510,4.0,8393
547,4.5,8393
564,3.0,8393
575,4.0,8393
580,3.5,8393
594,4.0,8393
597,5.0,8393
605,3.0,8393
646,5.0,8393
654,4.0,8393
1,2.0,847
4,3.0,847
30,3.0,847
33,2.0,847
57,5.0,847
59,0.5,847
73,4.0,847
95,5.0,847
98,2.5,847
102,3.0,847
119,4.0,847
185,3.0,847
195,3.0,847
212,2.5,847
213,2.5,847
228,5.0,847
232,5.0,847
243,3.5,847
247,4.0,847
253,3.0,847
294,3.5,847
295,4.0,847
303,3.0,847
325,1.0,847
346,4.0,847
384,2.5,847
405,4.0,847
461,3.0,847
463,3.0,847
466,2.0,847
468,2.5,847
509,2.0,847
518,5.0,847
525,4.0,847
564,4.0,847
575,5.0,847
579,0.5,847
580,3.5,847
604,1.0,847
607,4.5,847
654,4.0,847
665,3.0,847
1,2.0,8916
5,4.0,8916
9,2.0,8916
15,2.0,8916
48,3.0,8916
73,3.5,8916
95,4.0,8916
105,3.5,8916
130,3.0,8916
150,2.5,8916
185,3.0,8916
190,3.0,8916
193,4.0,8916
195,4.0,8916
212,2.5,8916
213,2.0,8916
220,5.0,8916
226,2.0,8916
236,3.5,8916
276,3.5,8916
285,4.0,8916
290,5.0,8916
295,3.0,8916
304,3.5,8916
328,3.0,8916
363,4.0,8916
373,3.0,8916
381,5.0,8916
412,3.0,8916
452,3.0,8916
458,2.0,8916
461,1.5,8916
468,2.5,8916
472,4.0,8916
480,4.5,8916
518,3.0,8916
534,4.0,8916
546,5.0,8916
557,1.5,8916
559,3.0,8916
560,4.0,8916
561,2.5,8916
562,4.0,8916
564,4.0,8916
580,3.0,8916
582,2.0,8916
595,1.0,8916
607,3.5,8916
608,4.0,8916
611,3.0,8916
646,4.0,8916
654,4.0,8916
656,5.0,8916
1,2.5,9426
15,3.5,9426
17,4.0,9426
41,3.0,9426
43,3.0,9426
48,2.5,9426
66,3.0,9426
73,4.0,9426
75,4.5,9426
95,4.0,9426
102,3.0,9426
105,3.0,9426
118,4.0,9426
119,3.0,9426
130,3.0,9426
155,4.0,9426
157,4.5,9426
165,3.0,9426
167,5.0,9426
199,4.0,9426
212,2.0,9426
214,4.0,9426
299,5.0,9426
303,3.5,9426
306,4.0,9426
310,2.5,9426
346,1.0,9426
355,4.5,9426
363,3.0,9426
380,4.0,9426
395,2.0,9426
401,5.0,9426
461,4.0,9426
463,4.0,9426
468,2.5,9426
482,2.0,9426
518,4.0,9426
533,2.0,9426
544,4.5,9426
546,1.0,9426
547,4.0,9426
560,4.0,9426
564,5.0,9426
599,3.5,9426
606,2.0,9426
624,3.0,9426
626,3.0,9426
1,1.0,36819
4,5.0,36819
35,0.5,36819
49,4.0,36819
68,1.0,36819
73,3.5,36819
77,4.0,36819
102,4.0,36819
105,4.0,36819
118,4.0,36819
119,4.0,36819
130,4.0,36819
195,3.0,36819
197,1.0,36819
207,2.0,36819
229,4.0,36819
232,5.0,36819
268,3.5,36819
282,4.5,36819
299,4.0,36819
306,3.0,36819
312,3.0,36819
346,5.0,36819
380,4.0,36819
423,4.0,36819
428,3.0,36819
439,1.0,36819
461,3.0,36819
468,3.0,36819
472,4.0,36819
480,5.0,36819
518,4.0,36819
525,4.0,36819
533,3.0,36819
546,3.5,36819
564,3.0,36819
575,5.0,36819
577,5.0,36819
580,3.0,36819
586,5.0,36819
613,4.0,36819
624,5.0,36819
654,5.0,36819
1,3.0,11072
15,2.0,11072
23,3.5,11072
30,4.0,11072
56,4.0,11072
73,3.0,11072
75,4.0,11072
76,3.5,11072
77,4.0,11072
83,4.5,11072
102,4.0,11072
120,2.5,11072
125,4.5,11072
130,2.0,11072
134,4.5,11072
148,4.0,11072
178,4.0,11072
195,5.0,11072
196,5.0,11072
212,2.5,11072
222,3.0,11072
265,5.0,11072
285,3.0,11072
291,5.0,11072
294,3.0,11072
306,4.0,11072
309,5.0,11072
315,5.0,11072
352,4.0,11072
380,4.0,11072
387,3.0,11072
398,5.0,11072
405,4.0,11072
423,3.5,11072
424,3.5,11072
428,4.5,11072
430,4.5,11072
442,5.0,11072
452,4.0,11072
460,4.0,11072
468,2.5,11072
472,5.0,11072
505,3.5,11072
509,4.0,11072
519,4.5,11072
529,4.0,11072
553,3.5,11072
561,4.5,11072
564,5.0,11072
575,4.0,11072
580,4.0,11072
585,4.0,11072
587,4.0,11072
598,4.0,11072
604,3.5,11072
605,4.0,11072
615,3.5,11072
621,5.0,11072
624,5.0,11072
634,3.5,11072
654,4.5,11072
671,3.0,11072
2,4.0,710
4,4.0,710
7,3.0,710
15,3.0,710
19,3.0,710
21,3.0,710
39,5.0,710
47,4.0,710
50,4.0,710
56,4.0,710
73,3.0,710
74,5.0,710
77,3.0,710
78,5.0,710
80,3.0,710
82,3.0,710
85,5.0,710
92,2.0,710
105,3.5,710
108,4.0,710
110,4.0,710
111,3.5,710
113,3.0,710
114,4.0,710
121,3.0,710
122,3.0,710
126,3.0,710
130,3.5,710
134,4.0,710
135,3.0,710
137,4.0,710
144,5.0,710
145,5.0,710
150,4.0,710
151,5.0,710
152,1.5,710
157,3.5,710
159,2.5,710
161,4.0,710
164,4.0,710
165,2.5,710
177,4.0,710
188,4.0,710
191,2.0,710
199,2.5,710
205,3.5,710
212,3.5,710
214,3.0,710
224,3.0,710
236,3.0,710
243,3.5,710
247,4.0,710
249,4.0,710
253,4.0,710
268,3.0,710
279,3.0,710
282,3.0,710
285,4.0,710
288,3.0,710
290,4.5,710
292,4.0,710
294,3.5,710
295,4.5,710
302,3.0,710
311,3.0,710
312,1.0,710
313,3.5,710
353,3.0,710
355,3.5,710
369,3.0,710
375,4.0,710
384,3.5,710
385,3.0,710
388,2.0,710
389,4.0,710
390,3.0,710
396,3.0,710
399,3.0,710
400,3.0,710
405,3.5,710
415,4.0,710
416,4.0,710
418,2.5,710
428,2.5,710
430,3.5,710
447,3.0,710
457,2.0,710
458,4.0,710
461,2.0,710
464,5.0,710
468,3.0,710
471,4.5,710
487,4.0,710
516,4.0,710
525,3.0,710
535,3.0,710
548,4.0,710
550,4.0,710
552,3.0,710
555,3.0,710
560,4.0,710
561,3.5,710
564,3.0,710
568,4.0,710
574,3.0,710
577,3.5,710
588,3.0,710
589,4.0,710
590,3.0,710
592,4.0,710
593,2.0,710
596,3.5,710
602,3.0,710
607,3.5,710
608,3.0,710
624,4.0,710
641,3.0,710
649,5.0,710
650,4.0,710
654,4.0,710
662,3.0,710
666,3.0,710
2,5.0,4584
9,4.0,4584
15,3.0,4584
18,4.0,4584
44,2.0,4584
57,5.0,4584
67,4.0,4584
70,4.0,4584
74,4.0,4584
86,5.0,4584
93,4.0,4584
99,3.0,4584
121,5.0,4584
122,3.0,4584
161,5.0,4584
162,4.0,4584
172,4.0,4584
182,3.0,4584
211,4.0,4584
212,3.5,4584
220,5.0,4584
224,5.0,4584
232,5.0,4584
233,5.0,4584
240,4.0,4584
268,3.0,4584
280,5.0,4584
283,2.5,4584
284,1.0,4584
294,4.0,4584
306,4.0,4584
308,4.0,4584
311,2.0,4584
312,3.0,4584
319,3.0,4584
338,4.0,4584
358,5.0,4584
361,5.0,4584
371,4.5,4584
382,4.0,4584
385,3.0,4584
390,4.0,4584
391,4.0,4584
396,4.0,4584
408,4.0,4584
413,3.0,4584
431,5.0,4584
434,5.0,4584
447,3.0,4584
452,4.0,4584
461,4.5,4584
463,4.0,4584
465,5.0,4584
468,3.5,4584
472,4.0,4584
484,5.0,4584
487,5.0,4584
493,4.0,4584
509,4.0,4584
510,4.0,4584
514,3.0,4584
517,5.0,4584
518,5.0,4584
529,4.5,4584
530,4.0,4584
534,2.0,4584
537,5.0,4584
539,4.0,4584
547,5.0,4584
554,5.0,4584
555,3.0,4584
559,4.0,4584
564,3.0,4584
575,5.0,4584
577,5.0,4584
578,3.0,4584
595,4.0,4584
598,2.0,4584
608,3.0,4584
616,3.0,4584
636,3.0,4584
640,4.0,4584
650,4.0,4584
654,4.5,4584
659,4.0,4584
667,2.0,4584
2,5.0,9603
5,4.0,9603
15,2.5,9603
19,3.0,9603
34,3.0,9603
43,4.0,9603
47,3.0,9603
50,2.0,9603
56,5.0,9603
69,4.5,9603
73,4.0,9603
77,2.5,9603
78,5.0,9603
82,5.0,9603
83,4.0,9603
86,4.0,9603
88,3.0,9603
92,2.0,9603
93,4.0,9603
98,3.0,9603
99,4.0,9603
110,5.0,9603
111,4.5,9603
121,4.0,9603
126,3.0,9603
128,4.0,9603
129,3.0,9603
134,3.5,9603
144,3.0,9603
149,3.5,9603
150,2.5,9603
151,3.0,9603
161,3.0,9603
168,4.0,9603
176,1.0,9603
187,4.5,9603
188,3.0,9603
192,3.0,9603
195,3.0,9603
212,2.0,9603
213,2.0,9603
219,4.0,9603
239,5.0,9603
240,4.5,9603
247,3.0,9603
254,2.0,9603
262,2.5,9603
264,5.0,9603
266,5.0,9603
268,3.5,9603
275,4.5,9603
288,3.0,9603
292,4.5,9603
294,4.0,9603
295,4.0,9603
306,5.0,9603
308,4.0,9603
311,3.0,9603
312,5.0,9603
315,1.0,9603
319,3.0,9603
338,3.0,9603
344,3.0,9603
358,5.0,9603
369,3.0,9603
373,5.0,9603
380,3.0,9603
382,2.0,9603
385,4.0,9603
388,3.0,9603
394,3.0,9603
400,4.0,9603
408,4.0,9603
412,3.0,9603
416,3.0,9603
421,3.0,9603
422,4.0,9603
424,3.5,9603
439,4.0,9603
447,3.0,9603
452,3.0,9603
457,2.0,9603
461,4.5,9603
463,3.0,9603
464,5.0,9603
465,4.5,9603
466,4.0,9603
468,3.0,9603
472,4.0,9603
487,4.0,9603
491,4.0,9603
500,2.5,9603
514,3.0,9603
516,3.0,9603
517,4.0,9603
518,4.0,9603
527,2.5,9603
534,2.0,9603
536,5.0,9603
547,3.0,9603
548,3.0,9603
561,2.5,9603
562,3.5,9603
564,5.0,9603
569,4.0,9603
575,3.0,9603
580,4.0,9603
585,4.0,9603
597,5.0,9603
598,3.0,9603
599,5.0,9603
605,4.0,9603
617,3.0,9603
639,4.0,9603
641,5.0,9603
649,4.0,9603
653,5.0,9603
662,3.0,9603
665,2.0,9603
666,2.0,9603
2,4.0,807
8,5.0,807
9,3.0,807
13,2.5,807
15,5.0,807
17,5.0,807
19,5.0,807
21,4.0,807
22,3.5,807
23,4.5,807
26,4.5,807
30,4.0,807
34,5.0,807
38,4.0,807
39,4.0,807
50,3.0,807
56,4.0,807
72,3.5,807
73,5.0,807
77,4.0,807
78,4.0,807
82,5.0,807
86,5.0,807
88,4.0,807
92,5.0,807
99,1.0,807
102,4.0,807
103,4.5,807
105,4.0,807
108,2.0,807
109,5.0,807
110,3.0,807
111,4.0,807
116,5.0,807
118,4.0,807
119,5.0,807
120,3.5,807
124,3.5,807
125,4.5,807
128,5.0,807
133,2.5,807
134,4.5,807
143,4.5,807
144,4.0,807
145,5.0,807
149,3.5,807
151,5.0,807
152,5.0,807
157,3.5,807
159,3.5,807
161,4.0,807
165,3.5,807
171,4.0,807
175,4.0,807
177,5.0,807
183,5.0,807
188,3.0,807
191,3.0,807
192,3.0,807
199,4.5,807
201,5.0,807
205,4.5,807
212,3.5,807
213,2.5,807
214,4.0,807
216,5.0,807
219,4.0,807
224,4.0,807
225,5.0,807
235,3.0,807
236,2.5,807
240,4.0,807
241,3.0,807
242,4.0,807
243,4.0,807
245,2.0,807
254,3.0,807
262,5.0,807
267,4.5,807
268,4.0,807
270,4.0,807
279,3.0,807
283,3.0,807
285,5.0,807
288,5.0,807
290,5.0,807
291,4.5,807
292,4.5,807
295,4.5,807
299,4.5,807
303,2.5,807
304,5.0,807
306,4.0,807
307,4.0,807
308,3.0,807
311,0.5,807
313,4.0,807
327,3.5,807
338,4.0,807
339,4.5,807
340,5.0,807
344,5.0,807
345,4.5,807
346,2.5,807
352,4.0,807
353,3.5,807
355,5.0,807
358,3.0,807
360,4.0,807
363,5.0,807
364,0.5,807
369,4.0,807
371,4.5,807
379,4.5,807
380,5.0,807
381,1.0,807
383,5.0,807
384,4.0,807
385,5.0,807
388,5.0,807
391,3.0,807
394,4.0,807
396,3.0,807
399,2.0,807
400,4.0,807
408,5.0,807
409,5.0,807
418,3.5,807
426,4.0,807
430,5.0,807
431,5.0,807
432,5.0,807
433,5.0,807
440,4.0,807
442,4.5,807
449,4.0,807
450,5.0,807
452,2.5,807
455,4.5,807
457,4.5,807
458,4.0,807
460,2.5,807
461,5.0,807
463,4.0,807
468,3.5,807
472,4.0,807
475,4.0,807
478,3.5,807
480,4.0,807
487,4.0,807
488,4.0,807
495,4.0,807
496,3.0,807
501,5.0,807
508,5.0,807
509,4.0,807
514,4.0,807
516,4.0,807
517,5.0,807
518,5.0,807
520,5.0,807
522,4.0,807
527,3.5,807
534,5.0,807
535,3.0,807
536,4.0,807
544,5.0,807
545,5.0,807
547,4.0,807
548,3.0,807
550,3.0,807
562,4.5,807
564,4.0,807
568,5.0,807
574,4.5,807
577,4.0,807
580,4.0,807
584,3.5,807
587,3.5,807
588,5.0,807
589,5.0,807
590,4.0,807
593,4.0,807
596,4.0,807
602,4.0,807
607,4.0,807
608,5.0,807
615,4.5,807
619,4.0,807
624,4.0,807
627,4.0,807
631,5.0,807
633,3.0,807
639,3.0,807
647,5.0,807
648,3.0,807
654,4.5,807
659,4.0,807
662,3.0,807
664,4.5,807
670,5.0,807
2,4.0,629
8,5.0,629
10,5.0,629
11,5.0,629
15,5.0,629
16,4.5,629
17,5.0,629
19,4.0,629
23,4.0,629
26,4.5,629
27,4.0,629
30,5.0,629
31,3.5,629
34,5.0,629
36,4.0,629
39,3.0,629
40,4.5,629
47,4.0,629
56,4.0,629
59,5.0,629
61,5.0,629
72,4.0,629
73,5.0,629
78,5.0,629
80,3.0,629
82,4.0,629
83,5.0,629
92,5.0,629
94,4.0,629
96,4.0,629
97,5.0,629
99,4.0,629
102,4.0,629
105,4.5,629
111,4.0,629
118,5.0,629
119,4.0,629
120,4.0,629
121,5.0,629
125,5.0,629
130,3.5,629
137,5.0,629
138,4.0,629
147,5.0,629
149,3.0,629
150,4.5,629
151,3.0,629
152,5.0,629
157,4.0,629
159,4.5,629
165,2.0,629
168,4.0,629
172,5.0,629
177,5.0,629
183,5.0,629
185,5.0,629
199,4.5,629
201,5.0,629
203,5.0,629
205,5.0,629
212,3.5,629
214,5.0,629
219,4.0,629
224,4.0,629
231,5.0,629
232,5.0,629
235,5.0,629
240,2.5,629
241,4.0,629
242,5.0,629
245,4.0,629
254,5.0,629
261,5.0,629
265,5.0,629
266,4.0,629
267,4.0,629
268,3.5,629
270,4.0,629
271,3.5,629
275,3.5,629
279,5.0,629
283,4.0,629
285,5.0,629
290,4.5,629
292,5.0,629
295,4.5,629
303,3.5,629
304,4.5,629
306,4.0,629
307,5.0,629
309,5.0,629
311,3.0,629
312,5.0,629
321,4.0,629
330,4.0,629
342,5.0,629
344,5.0,629
345,4.5,629
350,4.0,629
355,3.5,629
358,5.0,629
360,5.0,629
362,5.0,629
363,4.0,629
369,3.0,629
373,4.0,629
378,3.0,629
380,5.0,629
385,5.0,629
386,4.0,629
388,5.0,629
391,5.0,629
394,4.5,629
396,4.0,629
399,4.0,629
400,5.0,629
407,4.0,629
408,5.0,629
409,4.0,629
412,4.0,629
415,5.0,629
419,4.0,629
425,4.0,629
428,4.5,629
430,5.0,629
431,5.0,629
432,5.0,629
433,3.5,629
434,5.0,629
438,5.0,629
440,4.0,629
450,5.0,629
454,5.0,629
457,3.0,629
460,4.5,629
461,4.0,629
463,5.0,629
466,4.0,629
468,3.0,629
472,4.0,629
480,4.5,629
483,4.0,629
487,5.0,629
494,5.0,629
499,5.0,629
501,3.5,629
502,5.0,629
503,4.0,629
508,5.0,629
509,5.0,629
511,5.0,629
514,5.0,629
519,4.0,629
520,5.0,629
521,4.5,629
522,3.0,629
523,5.0,629
527,3.5,629
528,4.0,629
534,2.0,629
536,5.0,629
537,5.0,629
539,4.0,629
547,4.0,629
548,4.0,629
549,4.5,629
555,4.0,629
556,3.0,629
562,5.0,629
564,5.0,629
567,3.0,629
572,4.0,629
574,5.0,629
578,0.5,629
580,4.0,629
585,5.0,629
587,4.5,629
588,5.0,629
590,5.0,629
596,4.5,629
598,5.0,629
602,5.0,629
607,4.5,629
608,5.0,629
613,5.0,629
618,5.0,629
619,5.0,629
620,4.0,629
624,4.0,629
627,4.0,629
635,3.0,629
637,5.0,629
643,5.0,629
647,5.0,629
649,4.0,629
654,5.0,629
655,5.0,629
659,4.0,629
664,4.5,629
670,5.0,629
